"Tags","Testname","Result","Note"
"TS_VOD_90 ","Xem lại từ đầu - Kiểm tra nhấn button Xem lại từ đầu ở detail VOD vào player","passed",""
"TS_VOD_85 ","Kiểm tra thực hiện login tài khoản không thỏa điều kiện play ở màn hình detail VOD","failed","INFO BLOCK CATEGORY: Phim mới ra mắt, select block condition: RANDOM
INFO: Selected Item Info Selected Item: Max Điên: Con Đường Cuồng Nộ of Block: Phim mới ra mắt
Element Button [Play] not null
"">>>> Element Button [Play] not null actual: false ,expect: true"
"TS_VOD_86 ","Kiểm tra thanh toán thành công TVOD ở màn hình detail","failed","INFO BLOCK CATEGORY: Tài liệu, select block condition: RANDOM
INFO: Selected Item Info Selected Item: John Farnham: Đi Tìm Thanh Âm (Multi Sub-Audio Non-DRM) of Block: Tài liệu
Element Button [Play] not null
"">>>> Element Button [Play] not null actual: false ,expect: true"
"TS_VOD_79 ","Kiểm tra thực hiện login thỏa điều kiện play ở màn hình detail VOD chưa có bookmark","passed",""
"TS_VOD_84 ","Kiểm tra màn hình detail VOD sau khi thực hiện play VOD","passed",""
"TS_VOD_51 ","Kiểm tra block Danh sách tập ở detail VOD","failed","INFO BLOCK CATEGORY: Đang xem, select block condition: RANDOM"
"TS_VOD_55 ","Kiểm tra play tập ở block Danh sách tập của detail VOD thuộc gói SMAX/SVIP","passed",""
"TS_VOD_56 ","Kiểm tra play ở block Danh sách tập của detail VOD miễn phí khi đã đăng nhập tài khoản","passed",""
"TS_VOD_69 ","Kiểm tra play video ở block Trailer - Clip hậu trường khi đã đăng nhập","skipped","----DATA ISSUE ----Not found VOD required RANDOM NO_PREVIEW VOD_DETAIL_WITH_BLOCK_TRAILER VOD expected [true] but found [false]"
"TS_VOD_12 ","Kiểm tra chọn button Play Trailer khi chưa đăng nhập tài khoản","skipped","----DATA ISSUE ----Api Trang chủ does not return Sắp công chiếu expected [true] but found [false]"
"TS_VOD_15 ","Kiểm tra chọn button Xem ngay khi chưa đăng nhập","passed",""
"TS_VOD_16 ","Kiểm tra chọn button Xem ngay ở detail VOD miễn phí khi đã đăng nhập","passed",""
"TS_VOD_21 ","VOD lẻ thuộc gói - Kiểm tra chọn button Mua gói SMAX khi chưa đăng nhập tài khoản","passed",""
"TS_VOD_23 ","VOD lẻ thuộc gói - Kiểm tra chọn button Xem ngay ở detail VOD thuộc gói SMAX khi đã đăng nhập tài khoản thỏa điều kiện play","passed",""
"TS_VOD_25 ","VOD lẻ thuộc gói - Kiểm tra chọn button Mua gói SVIP khi chưa đăng nhập tài khoản","passed",""
"TS_VOD_27 ","VOD lẻ thuộc gói - Kiểm tra chọn button Xem ngay ở detail VOD thuộc gói SVIP khi đã đăng nhập tài khoản thỏa điều kiện play","passed",""
"TS_VOD_29 ","VOD bộ thuộc gói - Kiểm tra chọn button Mua gói SMAX khi chưa đăng nhập tài khoản","passed",""
"TS_VOD_31 ","VOD bộ thuộc gói - Kiểm tra chọn button Xem ngay ở detail VOD thuộc gói SMAX khi đã đăng nhập tài khoản thỏa điều kiện play","passed",""
"TS_VOD_33 ","VOD bộ thuộc gói - Kiểm tra chọn button Mua gói SVIP khi chưa đăng nhập tài khoản","passed",""
"TS_VOD_35 ","VOD bộ thuộc gói - Kiểm tra chọn button Xem ngay ở detail VOD thuộc gói SVIP khi đã đăng nhập tài khoản thỏa điều kiện play","failed","INFO BLOCK CATEGORY: Bom tấn Hollywood, select block condition: RANDOM
INFO: Selected Item Info Selected Item: Đường Dây - Mùa 1 of Block: Bom tấn Hollywood
Check [Player in Player Page] present
"">>>> Check [Player in Player Page] present actual: false ,expect: true"
"TS_VOD_37 ","TVOD - Kiểm tra chọn button Thuê [giá] VND khi chưa đăng nhập tài khoản","passed",""
"TS_VOD_42 ","VOD galaxy - Kiểm tra chọn Mua Gói ở màn hình detail VOD Galaxy Play","passed",""
"TS_VOD_44 ","VOD galaxy - Kiểm tra chọn Xem ngay ở màn hình detail VOD Galaxy Play","passed",""
