"Tags","Testname","Result","Note"
"TS_MP_241 ","Kiểm tra thiết lập lại mã Pin hồ sơ thành công","failed","Check [Label [Enter Profile PIN]] is displayed
"">>>> Check [Label [Enter Profile PIN]] is displayed actual: false ,expect: true
Check [Password 1] is displayed
"">>>> Check [Password 1] is displayed actual: false ,expect: true
Check [Password 2] is displayed
"">>>> Check [Password 2] is displayed actual: false ,expect: true
Check [Password 3] is displayed
"">>>> Check [Password 3] is displayed actual: false ,expect: true
Check [Password 4] is displayed
"">>>> Check [Password 4] is displayed actual: false ,expect: true
Check [Label Description] is displayed
"">>>> Check [Label Description] is displayed actual: false ,expect: true
Check [Keyboard Common] is displayed
"">>>> Check [Keyboard Common] is displayed actual: false ,expect: true
Check [Button Forget PIN] is displayed
"">>>> Check [Button Forget PIN] is displayed actual: false ,expect: true
Check [Button Confirm] is displayed
"">>>> Check [Button Confirm] is displayed actual: false ,expect: true
Element Button Cancel not null
"">>>> Element Button Cancel not null actual: false ,expect: true"
"TS_MP_041 ","Kiểm tra giao diện popup Quick menu. Trường hợp đang sử dụng profile thường","passed",""
"TS_MP_048 ","Kiểm tra chọn tài khoản từ popup Quick menu","passed",""
"TS_MP_050 ","Kiểm tra chọn cài đặt từ popup Quick menu","passed",""
"TS_MP_042 ","Kiểm tra giao diện popup Quick menu. Trường hợp đang sử dụng profile kid","skipped","----DATA ISSUE ----ACCOUNT NORMAL DOESN'T SATISFY PRECONDITION FOR TESTING: HAS KID AT POSITION 1 expected [true] but found [false]"
"TS_MP_096 ","Kiểm tra chọn Quản lý hồ sơ","passed",""
"TS_MP_104 ","Kiểm tra chuyển profile thành công khi chuyển profile từ profile thường sang profile thường có mã Pin tại Quick menu","failed","Element Option 'Tài khoản' in menu not null
"">>>> Element Option 'Tài khoản' in menu not null actual: false ,expect: true"
"TS_MP_108 ","Kiểm tra chuyển profile thành công từ profile thường sang profile kid tại Quick menu","skipped","----DATA ISSUE ----ACCOUNT TWO_KID_PROFILES DOESN'T SATISFY PRECONDITION FOR TESTING: HAS 2 KID PROFILES AND 1 LOCKED PROFILE expected [true] but found [false]"
"TS_MP_109 ","Kiểm tra chuyển profile từ profile thường sang profile kid tại Ai đang xem?","skipped","----DATA ISSUE ----ACCOUNT TWO_KID_PROFILES DOESN'T SATISFY PRECONDITION FOR TESTING: HAS 2 KID PROFILES AND 1 LOCKED PROFILE expected [true] but found [false]"
"TS_MP_110 ","Kiểm tra chuyển đổi từ profile kid sang profile thường tại quick menu","skipped","----DATA ISSUE ----ACCOUNT TWO_KID_PROFILES DOESN'T SATISFY PRECONDITION FOR TESTING: HAS 2 KID PROFILES AND 1 LOCKED PROFILE expected [true] but found [false]"
"TS_MP_114 ","Kiểm tra chuyển đổi từ profile kid sang profile thường tại Ai dang xem","skipped","----DATA ISSUE ----ACCOUNT TWO_KID_PROFILES DOESN'T SATISFY PRECONDITION FOR TESTING: HAS 2 KID PROFILES AND 1 LOCKED PROFILE expected [true] but found [false]"
"TS_MP_120 ","Kiểm tra chuyển profile thành công khi chuyển profile từ profile kid sang profile thường có mã Pin tại Quick menu","skipped","----DATA ISSUE ----ACCOUNT TWO_KID_PROFILES DOESN'T SATISFY PRECONDITION FOR TESTING: HAS 2 KID PROFILES AND 1 LOCKED PROFILE expected [true] but found [false]"
"TS_MP_123 ","Kiểm tra chuyển profile thành công khi chuyển profile từ profile kid sang profile thường có mã Pin tại Ai đang xem?","skipped","----DATA ISSUE ----ACCOUNT TWO_KID_PROFILES DOESN'T SATISFY PRECONDITION FOR TESTING: HAS 2 KID PROFILES AND 1 LOCKED PROFILE expected [true] but found [false]"
"TS_MP_124 ","Kiểm tra chuyển profile thành công từ profile kid sang profile kid tại Quick menu","skipped","----DATA ISSUE ----ACCOUNT TWO_KID_PROFILES DOESN'T SATISFY PRECONDITION FOR TESTING: HAS 2 KID PROFILES AND 1 LOCKED PROFILE expected [true] but found [false]"
"TS_MP_125 ","Kiểm tra chuyển profile thành công từ profile kid sang profile kid tại Ai dang xem","skipped","----DATA ISSUE ----ACCOUNT TWO_KID_PROFILES DOESN'T SATISFY PRECONDITION FOR TESTING: HAS 2 KID PROFILES AND 1 LOCKED PROFILE expected [true] but found [false]"
