"Tags","Testname","Result","Note"
"TS_VOD_085 ","Kiểm tra thực hiện login tài khoản không thỏa điều kiện play ở màn hình detail VOD","failed","INFO BLOCK CATEGORY: Phim mới ra mắt, select block condition: RANDOM
INFO: Selected Item Info Selected Item: Max Điên: Con Đường Cuồng Nộ of Block: Phim mới ra mắt
Element Button [Play] not null
"">>>> Element Button [Play] not null actual: false ,expect: true"
"TS_VOD_086 ","Kiểm tra thanh toán thành công TVOD ở màn hình detail","failed","INFO BLOCK CATEGORY: Tài liệu, select block condition: RANDOM
INFO: Selected Item Info Selected Item: John Farnham: Đi Tìm Thanh Âm (Multi Sub-Audio Non-DRM) of Block: Tài liệu
Element Button [Play] not null
"">>>> Element Button [Play] not null actual: false ,expect: true"
"TS_VOD_079 ","Kiểm tra thực hiện login thỏa điều kiện play ở màn hình detail VOD chưa có bookmark","passed",""
"TS_VOD_084 ","Kiểm tra màn hình detail VOD sau khi thực hiện play VOD","passed",""
"TS_VOD_051 ","Kiểm tra block Danh sách tập ở detail VOD","failed","INFO BLOCK CATEGORY: Hoa ngữ, select block condition: RANDOM
INFO: Selected Item Info Selected Item: Cô Phương Bất Tự Thưởng  of Block: Hoa ngữ
Check [Category Block Danh sách tập:] present
"">>>> Check [Category Block Danh sách tập:] present actual: false ,expect: true"
"TS_VOD_055 ","Kiểm tra play tập ở block Danh sách tập của detail VOD thuộc gói SMAX/SVIP","failed",""
"TS_VOD_056 ","Kiểm tra play ở block Danh sách tập của detail VOD miễn phí khi đã đăng nhập tài khoản","passed",""
"TS_VOD_069 ","Kiểm tra play video ở block Trailer - Clip hậu trường khi đã đăng nhập","passed",""
"TS_VOD_012 ","Kiểm tra chọn button Play Trailer khi chưa đăng nhập tài khoản","failed","ERROR: Cannot find [Popup Title]"
"TS_VOD_015 ","Kiểm tra chọn button Xem ngay khi chưa đăng nhập","passed",""
"TS_VOD_016 ","Kiểm tra chọn button Xem ngay ở detail VOD miễn phí khi đã đăng nhập","passed",""
"TS_VOD_021 ","VOD lẻ thuộc gói - Kiểm tra chọn button Mua gói SMAX khi chưa đăng nhập tài khoản","failed","INFO BLOCK CATEGORY: Hành động, select block condition: RANDOM
INFO: Selected Item Info Selected Item: Những Kẻ Lạc Loài of Block: Hành động
Check [Button [Buy Package] in VOD Detail Page] has text: [Mua Gói SMAX], actual Text: Mua Gói SMAX+
"">>>> Check [Button [Buy Package] in VOD Detail Page] has text: [Mua Gói SMAX], actual Text: Mua Gói SMAX+ actual: Mua Gói SMAX+ ,expect: Mua Gói SMAX"
"TS_VOD_023 ","VOD lẻ thuộc gói - Kiểm tra chọn button Xem ngay ở detail VOD thuộc gói SMAX khi đã đăng nhập tài khoản thỏa điều kiện play","failed",""
"TS_VOD_025 ","VOD lẻ thuộc gói - Kiểm tra chọn button Mua gói SVIP khi chưa đăng nhập tài khoản","passed",""
"TS_VOD_027 ","VOD lẻ thuộc gói - Kiểm tra chọn button Xem ngay ở detail VOD thuộc gói SVIP khi đã đăng nhập tài khoản thỏa điều kiện play","passed",""
"TS_VOD_029 ","VOD bộ thuộc gói - Kiểm tra chọn button Mua gói SMAX khi chưa đăng nhập tài khoản","failed","INFO BLOCK CATEGORY: Việt Nam, select block condition: RANDOM
INFO: Selected Item Info Selected Item: Đường Cong Tình Yêu of Block: Việt Nam
Element Button [Play] not null
"">>>> Element Button [Play] not null actual: false ,expect: true"
"TS_VOD_031 ","VOD bộ thuộc gói - Kiểm tra chọn button Xem ngay ở detail VOD thuộc gói SMAX khi đã đăng nhập tài khoản thỏa điều kiện play","failed",""
"TS_VOD_033 ","VOD bộ thuộc gói - Kiểm tra chọn button Mua gói SVIP khi chưa đăng nhập tài khoản","passed",""
"TS_VOD_035 ","VOD bộ thuộc gói - Kiểm tra chọn button Xem ngay ở detail VOD thuộc gói SVIP khi đã đăng nhập tài khoản thỏa điều kiện play","passed",""
"TS_VOD_037 ","TVOD - Kiểm tra chọn button Thuê [giá] VND khi chưa đăng nhập tài khoản","passed",""
"TS_VOD_042 ","VOD galaxy - Kiểm tra chọn Mua Gói ở màn hình detail VOD Galaxy Play","failed","INFO BLOCK CATEGORY: Bom tấn phòng vé, select block condition: RANDOM
INFO: Selected Item Info Selected Item: Kim Ji-Young, Sinh Năm 1982 of Block: Bom tấn phòng vé
Check [Button [Buy Package] in VOD Detail Page] has text: [Mua Gói], actual Text: Mua gói
"">>>> Check [Button [Buy Package] in VOD Detail Page] has text: [Mua Gói], actual Text: Mua gói actual: Mua gói ,expect: Mua Gói"
"TS_VOD_044 ","VOD galaxy - Kiểm tra chọn Xem ngay ở màn hình detail VOD Galaxy Play","passed",""
