"Tags","Testname","Result","Note"
"TS_Home_128 ","Kiểm tra giao diện block VOD Mới ra mắt","failed","Check [Title Img] attribute content-desc contains DOLBY AUDIO DRM [TECHDAY], actual text attribute: DOLBY AUDIO - DOLBY
"">>>> Check [Title Img] attribute content-desc contains DOLBY AUDIO DRM [TECHDAY], actual text attribute: DOLBY AUDIO - DOLBY actual: false ,expect: true
Check [Title Img] attribute content-desc contains Tuyển Tập Nhạc Xuân Của Lưu Ánh Loan, actual text attribute: DOLBY AUDIO - GALAXY
"">>>> Check [Title Img] attribute content-desc contains Tuyển Tập Nhạc Xuân Của Lưu Ánh Loan, actual text attribute: DOLBY AUDIO - GALAXY actual: false ,expect: true
Check [Title Img] attribute content-desc contains Case 4 miss hdr 10 và AV1 (DRM), actual text attribute: DOLBY AUDIO - GIAO LỘ THỜI GIAN
"">>>> Check [Title Img] attribute content-desc contains Case 4 miss hdr 10 và AV1 (DRM), actual text attribute: DOLBY AUDIO - GIAO LỘ THỜI GIAN actual: false ,expect: true
Check [Title Img] attribute content-desc contains Case 4 miss hdr 10 và AV1, actual text attribute: DOLBY AUDIO - SONY PICTURES
"">>>> Check [Title Img] attribute content-desc contains Case 4 miss hdr 10 và AV1, actual text attribute: DOLBY AUDIO - SONY PICTURES actual: false ,expect: true
Check [Title Img] attribute content-desc contains Miss case 2 hdr 10 plus và HDR 10 (DRM), actual text attribute: DOLBY AUDIO DRM [TECHDAY]
"">>>> Check [Title Img] attribute content-desc contains Miss case 2 hdr 10 plus và HDR 10 (DRM), actual text attribute: DOLBY AUDIO DRM [TECHDAY] actual: false ,expect: true
Check [Title Img] attribute content-desc contains Miss case 1 dolby vision và hdr 10 plus (DRM), actual text attribute: Tuyển Tập Nhạc Xuân Của Lưu Ánh Loan
"">>>> Check [Title Img] attribute content-desc contains Miss case 1 dolby vision và hdr 10 plus (DRM), actual text attribute: Tuyển Tập Nhạc Xuân Của Lưu Ánh Loan actual: false ,expect: true
Check [Title Img] attribute content-desc contains Miss case 2 hdr 10 plus và HDR 10, actual text attribute: Case 4 miss hdr 10 và AV1 (DRM)
"">>>> Check [Title Img] attribute content-desc contains Miss case 2 hdr 10 plus và HDR 10, actual text attribute: Case 4 miss hdr 10 và AV1 (DRM) actual: false ,expect: true
Check [Title Img] attribute content-desc contains TEST DOLBY AUDIO, actual text attribute: Case 4 miss hdr 10 và AV1
"">>>> Check [Title Img] attribute content-desc contains TEST DOLBY AUDIO, actual text attribute: Case 4 miss hdr 10 và AV1 actual: false ,expect: true
Check [Title Img] attribute content-desc contains TEST DOLBY AUDIO [GALAXY], actual text attribute: Miss case 2 hdr 10 plus và HDR 10 (DRM)
"">>>> Check [Title Img] attribute content-desc contains TEST DOLBY AUDIO [GALAXY], actual text attribute: Miss case 2 hdr 10 plus và HDR 10 (DRM) actual: false ,expect: true
Check [Title Img] attribute content-desc contains Bản Lĩnh Phái Đẹp, actual text attribute: Miss case 1 dolby vision và hdr 10 plus (DRM)
"">>>> Check [Title Img] attribute content-desc contains Bản Lĩnh Phái Đẹp, actual text attribute: Miss case 1 dolby vision và hdr 10 plus (DRM) actual: false ,expect: true
Check [Title Img] attribute content-desc contains Miss case 1 dolby vision và hdr 10 plus, actual text attribute: Miss case 2 hdr 10 plus và HDR 10
"">>>> Check [Title Img] attribute content-desc contains Miss case 1 dolby vision và hdr 10 plus, actual text attribute: Miss case 2 hdr 10 plus và HDR 10 actual: false ,expect: true
Check [Title Img] attribute content-desc contains MULTI CODECS (DRM), actual text attribute: MULTI CODECS (NON-DRM)
"">>>> Check [Title Img] attribute content-desc contains MULTI CODECS (DRM), actual text attribute: MULTI CODECS (NON-DRM) actual: false ,expect: true
Check [Title Img] attribute content-desc contains TEST D2G REVISION, actual text attribute: Miss case 1 dolby vision và hdr 10 plus
"">>>> Check [Title Img] attribute content-desc contains TEST D2G REVISION, actual text attribute: Miss case 1 dolby vision và hdr 10 plus actual: false ,expect: true
Check [Title Img] attribute content-desc contains Lòng Em Tội Lỗi, actual text attribute: MULTI CODECS (DRM)
"">>>> Check [Title Img] attribute content-desc contains Lòng Em Tội Lỗi, actual text attribute: MULTI CODECS (DRM) actual: false ,expect: true
Check [Title Img] attribute content-desc contains Không Là Tình Nhân, actual text attribute: TEST D2G REVISION
"">>>> Check [Title Img] attribute content-desc contains Không Là Tình Nhân, actual text attribute: TEST D2G REVISION actual: false ,expect: true
Check [Title Img] attribute content-desc contains Giọng Ca Nam Hay Nhất GLTG, actual text attribute: Lòng Em Tội Lỗi
"">>>> Check [Title Img] attribute content-desc contains Giọng Ca Nam Hay Nhất GLTG, actual text attribute: Lòng Em Tội Lỗi actual: false ,expect: true
Check [Title Img] attribute content-desc contains Lòng Nghe Tái Tê, actual text attribute: Không Là Tình Nhân
"">>>> Check [Title Img] attribute content-desc contains Lòng Nghe Tái Tê, actual text attribute: Không Là Tình Nhân actual: false ,expect: true
Check [Title Img] attribute content-desc contains Khi Anh Chạy Về Phía Em, actual text attribute: Giọng Ca Nam Hay Nhất GLTG
"">>>> Check [Title Img] attribute content-desc contains Khi Anh Chạy Về Phía Em, actual text attribute: Giọng Ca Nam Hay Nhất GLTG actual: false ,expect: true
Check [Title Img] attribute content-desc contains Thám Tử Lừng Danh Conan: Đội Thám Tử Nhí Lớp 1B, actual text attribute: Lòng Nghe Tái Tê
"">>>> Check [Title Img] attribute content-desc contains Thám Tử Lừng Danh Conan: Đội Thám Tử Nhí Lớp 1B, actual text attribute: Lòng Nghe Tái Tê actual: false ,expect: true
Check [Title Img] attribute content-desc contains Điền Canh Kỷ, actual text attribute: Khi Anh Chạy Về Phía Em
"">>>> Check [Title Img] attribute content-desc contains Điền Canh Kỷ, actual text attribute: Khi Anh Chạy Về Phía Em actual: false ,expect: true
Check [Title Img] attribute content-desc contains Mối Liên Kết Bí Ẩn, actual text attribute: Thám Tử Lừng Danh Conan: Đội Thám Tử Nhí Lớp 1B
"">>>> Check [Title Img] attribute content-desc contains Mối Liên Kết Bí Ẩn, actual text attribute: Thám Tử Lừng Danh Conan: Đội Thám Tử Nhí Lớp 1B actual: false ,expect: true
Check [Title Img] attribute content-desc contains Paw Patrol - Giải Cứu Chú Khỉ Phi Hành Gia, actual text attribute: Điền Canh Kỷ
"">>>> Check [Title Img] attribute content-desc contains Paw Patrol - Giải Cứu Chú Khỉ Phi Hành Gia, actual text attribute: Điền Canh Kỷ actual: false ,expect: true
Check [Title Img] attribute content-desc contains Cho Nó Một Tí, actual text attribute: Mối Liên Kết Bí Ẩn
"">>>> Check [Title Img] attribute content-desc contains Cho Nó Một Tí, actual text attribute: Mối Liên Kết Bí Ẩn actual: false ,expect: true
Check [Title Img] attribute content-desc contains Biệt Đội Săn Ma: Kỷ Nguyên Băng Giá, actual text attribute: Paw Patrol - Giải Cứu Chú Khỉ Phi Hành Gia
"">>>> Check [Title Img] attribute content-desc contains Biệt Đội Săn Ma: Kỷ Nguyên Băng Giá, actual text attribute: Paw Patrol - Giải Cứu Chú Khỉ Phi Hành Gia actual: false ,expect: true
Check [Title Img] attribute content-desc contains Phi Hổ 3, actual text attribute: Cho Nó Một Tí
"">>>> Check [Title Img] attribute content-desc contains Phi Hổ 3, actual text attribute: Cho Nó Một Tí actual: false ,expect: true"
"TS_Home_131 ","Kiểm tra số lượng item >= 30","skipped","----DATA ISSUE ----Data issue: Block Mới ra mắt having less than 30 items expected [true] but found [false]"
"TS_Home_132 ","Kiểm tra số lượng item < 30","failed","Check [Child of Category Block Mới ra mắt having value Phi Hổ 3] is focused
"">>>> Check [Child of Category Block Mới ra mắt having value Phi Hổ 3] is focused actual: false ,expect: true"
"TS_Home_133 ","Kiểm tra redirect khi nhấn 1 item VOD trong block VOD Mới ra mắt","passed",""
"TS_Home_099 ","Kiểm tra giao diện block chứa VOD Phim bộ","passed",""
"TS_Home_104 ","Kiểm tra giao diện block chứa VOD Phim bộ","passed",""
"TS_Home_110 ","Kiểm tra nhấn chọn 1 item trong block xem tất cả","skipped","----DATA ISSUE ----Data issue: Block Phim bộ hot having less than 30 items expected [true] but found [false]"
"TS_Home_111 ","Kiểm tra giao diện block chứa VOD Thể thao","passed",""
"TS_Home_112 ","Kiểm tra hiển thị các VOD Thể thao khi được hover vào","passed",""
"TS_Home_114 ","Kiểm tra số lượng item > 30","skipped","----DATA ISSUE ----Data issue: Block Thể thao having less than 30 items expected [true] but found [false]"
"TS_Home_115 ","Kiểm tra số lượng item <= 30","passed",""
"TS_Home_117 ","Kiểm tra redirect khi nhấn 1 item VOD trong block VOD Thể thao - Chưa đăng nhập tài khoản FPT Play","passed",""
"TS_Home_116 ","Kiểm tra redirect khi nhấn 1 item VOD trong block VOD Thể thao - Đã đăng nhập tài khoản FPT Play","passed",""
"TS_Home_059 ","Kiểm tra giao diện block Đang xem khi chưa đăng nhập tài khoản FPT Play","passed",""
"TS_Home_058 ","Kiểm tra giao diện block Đang xem khi đã đăng nhập tài khoản FPT Play, có VOD đang xem","passed",""
"TS_Home_069 ","Kiểm tra nhấn chọn 1 item trong block xem tất cả - Số lượng VOD >=30 items","passed",""
"TS_Home_062 ","Kiểm tra add thêm item vào block Đang xem đã đăng nhập tài khoản FPT Play","passed",""
"TS_Home_005 ","Kiểm tra hiển thị trang chủ từ 1 trang nội dung khác","passed",""
"TS_Home_009 ","Kiểm tra giao diện ở Top Left navigation bar","passed",""
"TS_Home_012 ","Kiểm tra behavior nhấn vào mục Truyền hình - Chưa đăng nhập tài khoản FPT Play","failed","Check [Text Player Title in Player Page] has text: [FPT PLAY], actual Text: 0. FPT PLAY
"">>>> Check [Text Player Title in Player Page] has text: [FPT PLAY], actual Text: 0. FPT PLAY actual: 0. FPT PLAY ,expect: FPT PLAY"
"TS_Home_014 ","Kiểm tra behavior nhấn vào mục Truyền hình - Đã đăng nhập tài khoản FPT Play, đã play kênh lúc trước","failed","INFO: Selected Item Info Selected Item: Bình Dương 2 HD of Block: Kênh địa phương
Check [Text Player Title in Player Page] has text: [BÌNH DƯƠNG 2 HD], actual Text: 127. BÌNH DƯƠNG 2 HD
"">>>> Check [Text Player Title in Player Page] has text: [BÌNH DƯƠNG 2 HD], actual Text: 127. BÌNH DƯƠNG 2 HD actual: 127. BÌNH DƯƠNG 2 HD ,expect: BÌNH DƯƠNG 2 HD"
"TS_Home_028 ","Kiểm tra focus vào icon Mega","passed",""
"TS_Home_031 ","Kiểm tra behavior khi nhấn vào mục đã set chế độ giám sát trẻ em","failed","Element Option 'Truyền hình' in menu not null
"">>>> Element Option 'Truyền hình' in menu not null actual: false ,expect: true"
