"Tags","Testname","Result","Note"
"TS_PLAYER_030 ","Kiểm tra nhấn số tập không hợp lệ tại VOD phim bộ. Trường hợp VOD đã full tập","passed","----DATA ISSUE ----Not found VOD required RANDOM FREE NOT_FULL_EPISODES VOD expected [true] but found [false]"
"TS_PLAYER_031 ","Kiểm tra nhấn số tập không hợp lệ tại VOD phim bộ. Trường hợp VOD chưa full tập","skipped",""
"TS_PLAYER_034 ","Tua có thumnail - Kiểm tra nhấn button Right thực hiện tua tới, khi VOD đang play và không hiện player","passed",""
"TS_PLAYER_036 ","Kiểm tra lưu chức năng phát ngẫu nhiên khi next VOD khác trong playlist","passed",""
"TS_PLAYER_037 ","Kiểm tra lưu chức năng phát ngẫu nhiên khi chọn tập khác","passed",""
"TS_PLAYER_038 ","Kiểm tra lưu chức năng phát ngẫu nhiên khi next playlist khác","passed",""
"TS_PLAYER_039","Kiểm tra mở popup chất lượng hình ảnh","passed",""
"TS_PLAYER_040 ","Kiểm tra lưu chức năng phát ngẫu nhiên khi back ra detail và play lại playlist","passed",""
"TS_PLAYER_041 ","Kiểm tra lưu chức năng lặp lại khi next VOD khác trong playlist","passed",""
"TS_PLAYER_042 ","Kiểm tra lưu chức năng lặp lại khi chọn tập khác","passed",""
"TS_PLAYER_043 ","Kiểm tra lưu chức năng lặp lại khi next playlist khác","passed",""
"TS_PLAYER_045 ","Kiểm tra lưu chức năng lặp lại khi back ra detail và play lại playlist","passed",""
"TS_PLAYER_048 ","VOD không có bookmark (đang xem) - Kiểm tra button khi VOD đang play","passed",""
"TS_PLAYER_050 ","Kiểm tra button khi play từ bookmark và VOD đang play","passed",""
"TS_PLAYER_052 ","Kiểm tra button khi seek VOD và VOD đang play","passed",""
"TS_PLAYER_053 ","Kiểm tra đóng popup chất lượng hình ảnh khi nhấn Back","passed",""
"TS_PLAYER_055 ","Kiểm tra trường hợp đang play next tập có bookmark","passed",""
"TS_PLAYER_056 ","Kiểm tra trường hợp đang play next tập không có bookmark","passed",""
"TS_PLAYER_057 ","Kiểm tra nhấn OK trên remote để pause VOD đang play và khi không hiện player","passed",""
"TS_PLAYER_058 ","Kiểm tra giao diện button tốc độ phát","passed","DATA ISSUE"
"TS_PLAYER_059 ","Kiểm tra trường hợp next tập kế tiếp yêu cầu mua gói","skipped",""
"TS_PLAYER_060","Kiểm tra đóng popup Tốc độ phát","passed",""
"TS_PLAYER_061 ","Tua không có thumnail - Kiểm tra nhấn button Right thực hiện tua tới, khi VOD đang pause và không hiện player","passed",""
"TS_PLAYER_061 ","Tua có thumnail - Kiểm tra nhấn button Right thực hiện tua tới, khi VOD đang pause và không hiện player","passed",""
"TS_PLAYER_062 ","Kiểm tra trường hợp đang play pre tập không có bookmark","passed",""
"TS_PLAYER_063 ","Kiểm tra lưu tốc độ phát khi auto chuyển tập","passed",""
"TS_PLAYER_064 ","Kiểm tra lưu tốc độ phát khi auto nhấn Next/ Pre","passed","Code issues"
"TS_PLAYER_065 ","Kiểm tra lưu tốc độ phát khi chọn tập trong DS tập","",""
"TS_PLAYER_066 ","Kiểm tra lưu tốc độ phát khi chọn button Replay trong Player","passed",""
"TS_PLAYER_067 ","Kiểm tra lưu tốc độ phát khi Đổi chất lượng","passed",""
"TS_PLAYER_068 ","Kiểm tra chọn button Xem tập tiếp theo khi tập tiếp theo không có bookmark","passed",""
"TS_PLAYER_069 ","Kiểm tra lưu tốc độ phát khi seek","passed",""
"TS_PLAYER_070 ","Kiểm tra lưu tốc độ phát khi chọn play Trailer","passed",""
"TS_PLAYER_071 ","Kiểm tra trường hợp play hết tập auto next tập kế tiếp không có bookmark","passed",""
"TS_PLAYER_072 ","Kiểm tra không lưu tốc độ phát khi next VOD khác","passed",""
"TS_PLAYER_073 ","Kiểm tra không lưu tốc độ phát khi play VOD khác","passed",""
"TS_PLAYER_077 ","Kiểm tra nhấn số tập tại VOD bộ","passed",""
"TS_PLAYER_081 ","Kiểm tra hiển thị popup next movie khi thao tác tua đến hết duration","passed",""
"TS_PLAYER_084 ","Tua có thumnail - Kiểm tra nhấn button Left thực hiện tua lùi, khi VOD đang pause và không hiện player","passed",""
"TS_PLAYER_085 ","Kiểm tra nhấn Back trong popup Báo cáo","passed",""
"TS_PLAYER_086 ","Kiểm tra button Hủy trong popup Report","passed",""
"TS_PLAYER_087 ","Kiểm tra nhấn chọn >2 nội dung Báo cáo","passed",""
"TS_PLAYER_088 ","Kiểm tra lưu tốc độ phát khi chọn button Play/ Pause","passed",""
"TS_PLAYER_089 ","Kiểm tra chọn button Pause trên player","passed",""
"TS_PLAYER_090 ","Kiểm tra giao diện popup tiếp tục xem","passed",""
"TS_PLAYER_091 ","Kiểm tra nhấn Back khi đang hiển thị popup tiếp tục xem","passed",""
"TS_PLAYER_092 ","Kiểm tra chọn button Tiếp tục xem trên popup tiếp tục xem","passed",""
"TS_PLAYER_094 ","Kiểm tra nhấn button Play trên player","passed",""
"TS_PLAYER_095 ","Kiểm tra nhấn OK trên remote để play VOD đang pause và khi không hiện player","passed",""
"TS_PLAYER_096 ","Kiểm tra lưu theo dõi khi chọn button trong player","passed",""
"TS_PLAYER_097 ","Kiểm tra bỏ theo dõi khi chọn button trong player","passed",""
"TS_PLAYER_104 ","Kiểm tra bật chức năng Phát ngẫu nhiên trong Playlist","passed",""
"TS_PLAYER_105 ","Kiểm tra tắt chức năng Phát ngẫu nhiên trong Playlist","passed",""
"TS_PLAYER_110 ","Kiểm tra bật chức năng Lặp lại toàn bộ trong Playlist","passed",""
"TS_PLAYER_111 ","Kiểm tra bật chức năng Lặp lại 1 VOD trong Playlist","passed",""
"TS_PLAYER_112 ","Kiểm tra tắt chức năng Lặp lại trong Playlist","passed",""
"TS_PLAYER_126 ","Kiểm tra nhấn số tập hợp lệ, trường hợp tập có 1 chữ số","passed",""
"TS_PLAYER_127 ","Kiểm tra nhấn số tập hợp lệ, trường hợp tập có 2 chữ số","passed",""
"TS_PLAYER_044","Kiểm tra chuyển từng CLHA hiện có. Trường hợp VOD đang play","passed",""
"TS_PLAYER_150 ","Kiểm tra chuyển tốc độ phát khi đang Play VOD","passed",""
"TS_PLAYER_151 ","Kiểm tra chuyển tốc độ phát khi đang Pause VOD","passed",""
"TS_PLAYER_154 ","Kiểm tra chuyển từng CLHA hiện có. Trường hợp VOD đang pause","passed",""
"TS_PLAYER_165 ","Kiểm tra giao diện popup danh sách tập","passed","DATA ISSUE"
"TS_PLAYER_168 ","Kiểm tra chọn tập đang xem trên danh sách tập","skipped",""
"TS_PLAYER_169 ","Kiểm tra chọn tập có bookmark không tại credit","passed",""
"TS_PLAYER_171 ","Kiểm tra chọn tập không có bookmark","passed",""
"TS_PLAYER_174 ","Kiểm tra nhấn back từ màn hình mua gói","passed",""
"TS_PLAYER_175 ","Kiểm tra chọn button Để sau tại màn hình yêu cầu mua gói","passed",""
"TS_PLAYER_176 ","Kiểm tra chọn button Mua gói tại màn hình yêu cầu mua gói","passed",""
"TS_PLAYER_178 ","Kiểm tra hiển thị popup next movie khi play VOD lẻ đến credit","passed","Code issues"
"TS_PLAYER_179 ","Kiểm tra hiển thị popup next movie khi play tập cuối của VOD bộ đến credit","","----DATA ISSUE ----Not found VOD required RANDOM FREE IGNORE_INTRO_CONDITION VOD_WITH_CREDIT NEXT_VOD_WITH_TRAILER IGNORE_TRAILER_CONDITION VOD expected [true] but found [false]"
"TS_PLAYER_182 ","Kiểm tra hiển thị button Phát trailer khi VOD được next tiếp theo có trailer","skipped","----DATA ISSUE ----Not found VOD required RANDOM FREE IGNORE_TRAILER_CONDITION VOD_WITH_CREDIT NO_PREVIEW NEXT_VOD_WITH_TRAILER VOD expected [true] but found [false]"
"TS_PLAYER_183 ","Kiểm tra hiển thị button Phát trailer khi VOD được next tiếp theo có trailer","skipped",""
"TS_PLAYER_186 ","Kiểm tra auto next movie, trường hợp VOD được next là VOD bộ/lẻ, không có trailer","passed","----DATA ISSUE ----Not found VOD required RANDOM FREE IGNORE_TRAILER_CONDITION VOD_WITH_CREDIT NEXT_VOD_WITH_TRAILER VOD expected [true] but found [false]"
"TS_PLAYER_187 ","Kiểm tra auto next movie, trường hợp VOD được next là VOD bộ/lẻ, có trailer","skipped","----DATA ISSUE ----Not found VOD required RANDOM FREE IGNORE_TRAILER_CONDITION VOD_WITH_CREDIT VOD expected [true] but found [false]"
"TS_PLAYER_188 ","Kiểm tra auto next movie, trường hợp VOD xem ngay không qua detail (Thiếu nhi, Thiếu nhi, thể thao)","skipped",""
"TS_PLAYER_192 ","Kiểm tra chọn button Xem ngay trên popup next movie.","passed","----DATA ISSUE ----Not found VOD required RANDOM FREE IGNORE_TRAILER_CONDITION VOD_WITH_CREDIT VOD expected [true] but found [false]"
"TS_PLAYER_193 ","Kiểm tra chọn button Xem ngay trên popup next movie.Trường hợp VOD tiếp theo là VOD xem ngay không qua detail (Thiếu nhi, Thiếu nhi, thể thao)","skipped",""
"TS_PLAYER_194 ","Kiểm tra chọn button Xem ngay trên popup next movie. Trường hợp VOD được next yêu cầu mua gói, không có preview","failed","----DATA ISSUE ----Not found VOD required RANDOM FREE IGNORE_TRAILER_CONDITION VOD_WITH_CREDIT NEXT_VOD_WITH_TRAILER VOD expected [true] but found [false]"
"TS_PLAYER_195 ","Kiểm tra chọn button Phát trailer trên popup next movie.","skipped","DATA ISSUE"
"TS_PLAYER_198 ","Kiểm tra hiển thị icon Báo cáo khi chọn play VOD yêu cầu đăng nhập - Trường hợp chưa đăng nhập tài khoản","",""
"TS_PLAYER_199 ","Kiểm tra hiển thị icon Báo cáo khi chọn play VOD yêu cầu đăng nhập - Trường hợp đã đăng nhập tài khoản fpt play","passed",""
"TS_PLAYER_082","Kiểm tra hiển thị icon Báo cáo khi chọn play VOD tính phí - Trường hợp đang đăng nhập tài khoản lite","passed",""
"TS_PLAYER_202 ","Kiểm tra màn hình Báo cáo cho VOD","passed",""
"TS_PLAYER_205 ","Kiểm tra nhấn chọn nội dung Báo cáo","passed",""
"TS_PLAYER_207 ","Kiểm tra gửi nội dung Báo cáo cho VOD","passed",""
"TS_PLAYER_221 ","Tua không có thumnail - Kiểm tra nhấn button Left thực hiện tua lùi, khi VOD đang pause và không hiện player","passed",""
"TS_PLAYER_222 ","Kiểm tra nhấn số tập hợp lệ tại VOD phim bộ. Trường hợp tập chọn đã có bookmark","passed",""
